student_id,minutes_watched,days_engage,eng_quiz,eng_exam,eng_hub_qa,st_purch
258986.0,,,,,,
258987.0,0.3,1.0,,,,
258988.0,,,,,,
258989.0,0.3,1.0,,,,
258990.0,,,,,,
258991.0,5.6,1.0,,,,
258992.0,,,,,,
258993.0,0.3,1.0,,,,
258994.0,95.1,3.0,1.0,,,
258995.0,,,,,,
258996.0,39.2,3.0,1.0,,,
258997.0,8.4,1.0,1.0,,,
258998.0,0.3,1.0,,,,
258999.0,0.5,1.0,,,,
259000.0,57.300000000000004,3.0,1.0,,,
259001.0,7.9,2.0,,,,
259002.0,52.3,3.0,1.0,,,
259003.0,,,,,,
259004.0,,,,,,
259005.0,2.6,4.0,,,,
259006.0,,,,,,
259007.0,,,,,,
259008.0,1.1,1.0,,,,
259009.0,,,,,,
259010.0,,,,,,
259011.0,1937.3,51.0,1.0,1.0,,
259012.0,61.8,3.0,,1.0,,
259013.0,,,,,,
259014.0,2.4,1.0,,,,
259015.0,149.5,6.0,1.0,,,
259016.0,,,,,,
259017.0,1.1,1.0,,,,
259018.0,0.7,1.0,,,,
259019.0,220.2,13.0,1.0,1.0,,
259020.0,5.8,1.0,1.0,,,
259021.0,,,,,,
259022.0,1.2,1.0,,,,
259023.0,,,,,,
259024.0,27.0,2.0,1.0,,,
259025.0,2.3,1.0,1.0,,,
259026.0,586.4,29.0,1.0,1.0,,1.0
259027.0,,,,,,
259028.0,178.79999999999998,7.0,1.0,,,1.0
259029.0,10.4,1.0,1.0,,,
259030.0,,,,,,
259031.0,,,,,,
259032.0,30.7,1.0,,,,
259033.0,3.3,1.0,,,,
259034.0,34.3,4.0,1.0,,,
259035.0,1.1,1.0,,,,
259036.0,6.5,1.0,,,,
259037.0,,,,,,
259038.0,,,,,,
259039.0,402.2,14.0,1.0,1.0,,1.0
259040.0,0.1,1.0,,,,
259041.0,0.2,1.0,,,,
259042.0,194.6,5.0,1.0,1.0,,
259043.0,11.0,2.0,1.0,1.0,,
259044.0,,,,,,
259045.0,2.2,1.0,,,,
259046.0,141.2,1.0,,1.0,,
259047.0,27.2,2.0,1.0,,,
259048.0,0.6,1.0,,,,
259049.0,,,,,,
259050.0,,,,,,
259051.0,0.4,1.0,,,,
259052.0,,,,,,
259053.0,,,,,,
259054.0,69.5,5.0,1.0,,,1.0
259055.0,2.0,1.0,,,,
259056.0,0.5,1.0,,,,
259057.0,8.4,1.0,1.0,,,
259058.0,1.2,1.0,,,,
259059.0,4.3,1.0,,,,
259060.0,30.2,3.0,1.0,,,
259061.0,,,,,,
259062.0,9.5,1.0,1.0,,,
259063.0,4.7,1.0,,,,
259064.0,,,,,,
259065.0,0.4,1.0,,,,
259066.0,,,,,,
259067.0,59.8,1.0,1.0,1.0,,
259068.0,46.6,2.0,1.0,,,
259069.0,1.0,1.0,1.0,,,
259070.0,715.1,19.0,1.0,,,1.0
259071.0,53.6,2.0,1.0,,,
259072.0,1.8,1.0,,,,
259073.0,,,,,,
259074.0,,,,,,
259075.0,,,,,,
259076.0,,,,,,
259077.0,10.2,1.0,,,,
259078.0,0.9,1.0,,,,
259079.0,0.2,1.0,,,,
259080.0,156.4,3.0,1.0,1.0,,
259081.0,,,,,,
259082.0,,,,,,
259083.0,,,,,,
259084.0,17.0,2.0,,,,
259085.0,0.9,1.0,,,,
259086.0,5.3,1.0,,,,
259088.0,86.5,5.0,1.0,1.0,,
259089.0,,,,,,
259090.0,10.0,1.0,1.0,,,
259091.0,,,,,,
259092.0,,,,,,
259093.0,99.1,2.0,,1.0,,
259094.0,,,,,,
259095.0,0.1,1.0,,,,
259096.0,,,,,,
259097.0,12.2,1.0,1.0,,,
259098.0,20.1,2.0,1.0,,,
259099.0,1.1,1.0,,,,
259100.0,,,,,,
259101.0,1.9000000000000001,2.0,,,,
259102.0,0.2,1.0,,,,
259103.0,13.7,1.0,,,,
259104.0,0.7,1.0,,,,
259105.0,128.0,7.0,1.0,1.0,,
259106.0,2862.2,75.0,1.0,1.0,,1.0
259107.0,,,,,,
259108.0,28.099999999999998,4.0,1.0,,,
259109.0,,,,,,
259110.0,68.6,3.0,1.0,1.0,,
259111.0,,,,,,
259112.0,,,,,,
259113.0,0.4,1.0,1.0,,,
259114.0,2.0,1.0,,,,
259115.0,0.7,1.0,,,,
259116.0,37.9,1.0,1.0,,,
259117.0,,,,,,
259118.0,98.1,4.0,1.0,1.0,,
259119.0,,,,,,
259120.0,,,,,,
259121.0,60.0,2.0,1.0,1.0,,
259122.0,,,,,,
259123.0,66.0,3.0,1.0,,,
259124.0,,,,,,
259125.0,5.6,1.0,1.0,,,
259126.0,4.9,1.0,,,,
259127.0,2.1,1.0,,,,
259129.0,,,,,,
259130.0,,,,,,
259131.0,,,,,,
259132.0,5.8999999999999995,3.0,,,,
259133.0,2.4,1.0,,,,
259134.0,13.6,1.0,1.0,,,
259135.0,,,,,,
259136.0,,,,,,
259137.0,6.0,1.0,,,,
259138.0,12.6,1.0,,,,
259139.0,,,,,,
259140.0,,,,,,
259141.0,,,,,,
259142.0,,,,,,
259143.0,24.200000000000003,2.0,1.0,,,
259144.0,3.0,1.0,,,,
259145.0,0.3,1.0,,,,
259146.0,3.3,1.0,,,,
259147.0,,,,,,
259149.0,38.2,1.0,1.0,,,
259150.0,0.2,1.0,,,,
259151.0,,,,,,
259152.0,10.7,2.0,1.0,,,
259153.0,,,,,,
259154.0,,,,,,
259155.0,377.9,7.0,1.0,1.0,,
259156.0,2.4,1.0,,,,
259157.0,,,,,,
259158.0,0.5,1.0,,,,
259159.0,,,,,,
259160.0,1.0,1.0,,1.0,,
259161.0,,,,,,
259162.0,,,,,,
259163.0,,,,,,
259164.0,0.7,1.0,,,,
259165.0,0.2,1.0,,,,
259166.0,,1.0,1.0,,,
259167.0,10.5,2.0,1.0,,,
259168.0,,,,,,
259169.0,,,,,,
259170.0,1.2,1.0,,,,
259171.0,317.7,7.0,1.0,1.0,,1.0
259172.0,7.4,1.0,1.0,,,
259173.0,,,,,,
259174.0,5022.6,98.0,1.0,1.0,1.0,1.0
259175.0,,,,,,
259176.0,,,,,,
259177.0,,,,,,
259178.0,44.4,3.0,1.0,1.0,,
259180.0,50.1,4.0,,,,
259181.0,0.1,1.0,,,,
259182.0,,,,,,
259183.0,18.3,2.0,1.0,,,
259184.0,0.1,1.0,,,,
259185.0,,,,,,
259186.0,,,,,,
259187.0,9.5,2.0,1.0,,,
259188.0,4.3,1.0,1.0,,,
259189.0,,,,,,
259190.0,12.6,2.0,1.0,,,1.0
259191.0,1.0,1.0,,,,
259192.0,0.4,1.0,,,,
259193.0,,,,,,
259194.0,,,,,,
259195.0,32.2,1.0,1.0,,,
259196.0,3.2,1.0,,,,
259198.0,52.5,7.0,,,,
259199.0,19.4,1.0,1.0,,,
259200.0,,,,,,
259201.0,2.0,1.0,,,,
259202.0,,,,,,
259203.0,15.7,2.0,1.0,,,
259204.0,0.3,1.0,,,,
259205.0,9.8,2.0,1.0,,,
259206.0,,,,,,
259207.0,1.0,2.0,,,,
259208.0,,,,,,
259209.0,245.29999999999998,6.0,1.0,1.0,,1.0
259210.0,43.599999999999994,2.0,1.0,,,
259211.0,44.9,4.0,1.0,,,
259212.0,,,,,,
259213.0,1.4,1.0,,,,
259214.0,0.2,1.0,,1.0,,
259215.0,,,,,,
259216.0,,,,,,
259217.0,8.2,1.0,1.0,,,
259218.0,,,,,,
259219.0,,,,,,
259220.0,,,,,,
259221.0,,,,,,
259222.0,0.1,1.0,,,,
259223.0,0.7,1.0,,,,
259224.0,,,,,,
259225.0,0.6,1.0,,,,
259226.0,6.3,2.0,,1.0,,
259227.0,,,,,,
259228.0,,,,,,
259229.0,2.7,4.0,,,,
259230.0,,,,,,
259231.0,0.1,1.0,,,,
259232.0,34.7,1.0,,1.0,,
259233.0,68.8,1.0,1.0,1.0,,
259234.0,,,,,,
259235.0,,,,,,
259236.0,,,,,,
259237.0,,,,,,
259238.0,,,,,,
259239.0,51.3,2.0,1.0,1.0,,
259240.0,2.6,2.0,,,,
259241.0,,,,,,
259242.0,9.2,1.0,1.0,,,
259243.0,,,,,,
259244.0,110.0,1.0,1.0,,,
259245.0,,,,,,
259246.0,30.9,1.0,1.0,,,
259247.0,75.2,3.0,,1.0,,
259248.0,,,,,,
259249.0,,,,,,
259250.0,6.5,1.0,,,,
259251.0,,,,,,
259252.0,,,,,,
259253.0,,,,,,
259254.0,43.4,4.0,1.0,,,
259255.0,,,,,,
259256.0,,,,,,
259257.0,,1.0,,1.0,,
259258.0,1400.4,44.0,1.0,1.0,,1.0
259259.0,,,,,,
259260.0,95.1,5.0,1.0,1.0,,1.0
259261.0,16.6,2.0,1.0,,,
259262.0,993.1,43.0,1.0,1.0,1.0,1.0
259263.0,,,,,,
259264.0,64.5,2.0,1.0,1.0,,
259265.0,,,,,,
259266.0,10.8,1.0,,1.0,,
259267.0,11.5,1.0,1.0,,,
259268.0,1393.7,20.0,1.0,1.0,,1.0
259269.0,24.1,2.0,1.0,,,
259270.0,,,,,,
259271.0,13.1,2.0,1.0,1.0,,
259272.0,,,,,,
259273.0,27.7,2.0,1.0,,,1.0
259274.0,0.6,1.0,,,,
259275.0,0.5,1.0,,,,
259276.0,19.2,1.0,,1.0,,
259277.0,,,,,,
259278.0,22.5,2.0,1.0,,,
259279.0,,,,,,
259280.0,,,,,,
259282.0,,,,,,
259283.0,1815.5,103.0,1.0,1.0,1.0,1.0
259284.0,143.5,3.0,1.0,1.0,,
259285.0,,,,,,
259286.0,1.1,1.0,,,,
259287.0,,,,,,
259288.0,,,,,,
259289.0,35.4,1.0,1.0,,,
259290.0,,,,,,
259291.0,,,,,,
259292.0,,,,,,
259293.0,,,,,,
259294.0,,,,,,
259295.0,,,,,,
259296.0,,,,,,
259297.0,238.9,5.0,1.0,1.0,,
259298.0,1.9,1.0,,,,
259299.0,6.6,1.0,1.0,,,
259300.0,470.3,25.0,1.0,1.0,,1.0
259301.0,,,,,,
259302.0,,,,,,
259303.0,,,,,,
259304.0,,,,,,
259305.0,571.3,16.0,1.0,1.0,,1.0
259306.0,0.3,1.0,,,,
259307.0,3.2,2.0,,,,
259308.0,,,,,,
259309.0,,,,,,
259310.0,,,,,,
259311.0,0.3,1.0,,,,
259312.0,,,,,,
259313.0,,,,,,
259314.0,,,,,,
259315.0,0.6,1.0,,,,
259316.0,0.2,1.0,,,,
259317.0,24.8,3.0,,,,
259318.0,102.1,1.0,1.0,1.0,,
259319.0,0.1,1.0,,,,
259320.0,,,,,,
259321.0,,,,,,
259322.0,43.8,1.0,1.0,,,
259323.0,,,,,,
259324.0,,,,,,
259325.0,0.1,1.0,,,,
259326.0,2.9,1.0,,,,
259327.0,,,,,,
259328.0,63.199999999999996,2.0,1.0,1.0,,
259329.0,1.1,2.0,,,,
259330.0,,,,,,
259331.0,,,,,,
259332.0,,,,,,
259333.0,15.4,1.0,,,,
259334.0,,,,,,
259335.0,,,,,,
259336.0,,,,,,
259337.0,0.1,1.0,,,,
259338.0,,,,,,
259339.0,,,,,,
259340.0,,,,,,
259341.0,,,,,,
259342.0,,,,,1.0,
259343.0,11.0,1.0,1.0,,,
259344.0,8.8,1.0,1.0,,,
259345.0,13.0,1.0,1.0,,,
259346.0,,,,,,
259347.0,,,,,,
259348.0,,,,,,
259349.0,1.7,1.0,,,,
259350.0,365.7,5.0,1.0,,,
259351.0,1.5999999999999999,2.0,,,,
259352.0,,,,,,
259353.0,,,,,,
259354.0,72.4,3.0,1.0,,,
259355.0,0.1,1.0,,,,
259356.0,8.100000000000001,2.0,,,,
259357.0,,,,,,
259358.0,,,,,,
259359.0,,,,,,
259360.0,3.1,1.0,,,,
259361.0,204.1,6.0,1.0,1.0,,1.0
259362.0,,,,,,
259363.0,,,,,,
259364.0,41.9,4.0,1.0,,,
259365.0,0.4,1.0,,,,
259366.0,68.4,2.0,1.0,1.0,,
259367.0,,,,,,
259369.0,,,,,,
259370.0,,,,,,
259371.0,0.3,1.0,1.0,,,
259372.0,1.5,1.0,,,,
259373.0,,,,,,
259374.0,39.3,1.0,1.0,,,
259375.0,,,,,,
259376.0,,,,,,
259377.0,,,,,,
259378.0,26.4,2.0,1.0,,,
259379.0,0.1,1.0,,,,
259380.0,,,,,,
259381.0,,,,,,
259382.0,1.2,1.0,,,,
259383.0,20.3,4.0,1.0,,,
259384.0,66.9,3.0,,1.0,,
259385.0,2.2,1.0,,,,
259386.0,0.2,1.0,,,,
259387.0,2.2,1.0,,,,
259388.0,0.2,1.0,,,,
259389.0,,,,,,
259390.0,37.3,2.0,1.0,,,
259391.0,,,,,1.0,
259392.0,,,,,,
259393.0,72.9,7.0,1.0,1.0,,
259394.0,,,,,,
259395.0,45.3,3.0,1.0,,,
259396.0,,,,,,
259397.0,,,,,,
259398.0,358.1,6.0,1.0,1.0,,
259399.0,,,,,,
259400.0,23.5,1.0,,1.0,,
259401.0,64.80000000000001,2.0,1.0,1.0,,
259402.0,10.4,4.0,1.0,,,
259403.0,,1.0,1.0,,,
259404.0,,,,,,
259405.0,,,,,,
259406.0,,,,,,
259407.0,2.2,1.0,,,,
259408.0,485.0,7.0,1.0,1.0,,1.0
259409.0,,,,,,
259410.0,12.3,1.0,1.0,,,
259411.0,,,,,,
259412.0,14.299999999999999,2.0,,,,
259413.0,,,,,,
259414.0,,,,,,
259416.0,,,,,,
259417.0,,,,,,
259418.0,26.4,5.0,1.0,,,
259419.0,,,,,,
259420.0,,,,,,
259421.0,0.1,1.0,,,,
259422.0,2.8000000000000003,2.0,,,,
259423.0,,,,,,
259424.0,1.0,2.0,,,,
259425.0,,,,,,
259426.0,28.4,3.0,1.0,,,
259427.0,111.89999999999999,11.0,1.0,,,
259428.0,,,,,,
259429.0,1339.2,60.0,1.0,1.0,,1.0
259430.0,,,,,,
259431.0,,,,,,
259432.0,,,,,,
259433.0,10.6,1.0,1.0,,,
259434.0,,,,,,
259435.0,43.300000000000004,2.0,1.0,,,
259436.0,78.2,3.0,,,,
259437.0,99.2,6.0,,,,1.0
259438.0,,,,,,
259439.0,,,,,,
259440.0,3.5,1.0,,,,
259441.0,18.2,2.0,1.0,,,
259442.0,3.9,1.0,,,,
259443.0,0.1,1.0,,,,
259444.0,,,,,,
259445.0,92.1,2.0,1.0,1.0,,
259446.0,27.8,1.0,1.0,,,
259447.0,199.8,3.0,1.0,1.0,,1.0
259448.0,,,,,,
259449.0,,,,,,
259450.0,,,,,,
259451.0,55.599999999999994,2.0,1.0,1.0,,
259452.0,0.1,1.0,,,,
259453.0,,,,,,
259454.0,102.9,4.0,,1.0,,
259456.0,0.1,1.0,,,,
259457.0,14.8,1.0,1.0,,,
259458.0,0.5,1.0,,,,
259459.0,0.8,1.0,,,,
259460.0,9.7,4.0,1.0,,,
259461.0,,,,,,
259462.0,56.599999999999994,2.0,1.0,1.0,,
259463.0,0.1,1.0,,,,
259464.0,26.8,1.0,1.0,,,1.0
259465.0,32.3,1.0,1.0,,,
259466.0,,,,,,
259467.0,,,,,,
259468.0,,,,,,
259469.0,,,,,,
259470.0,,,,,,
259471.0,,,,,,
259472.0,,,,,,
259473.0,122.5,6.0,,,,1.0
259474.0,119.4,9.0,1.0,,,
259475.0,,,,,,
259476.0,90.8,6.0,1.0,,,1.0
259477.0,1.2,1.0,,,,
259478.0,25.6,2.0,,,,
259479.0,,,,,,
259480.0,0.1,1.0,,,,
259481.0,,,,,,
259482.0,428.9,5.0,1.0,1.0,,
259483.0,109.0,19.0,1.0,1.0,,1.0
259484.0,0.1,1.0,,,,
259485.0,0.1,1.0,,,,
259486.0,46.1,5.0,1.0,1.0,,1.0
259487.0,73.6,2.0,1.0,,,
259488.0,0.9,1.0,,,,
259489.0,44.8,1.0,1.0,,,
259490.0,1.1,1.0,,,,
259491.0,105.7,3.0,1.0,1.0,,1.0
259492.0,,,,,,
259494.0,944.7,16.0,1.0,1.0,,1.0
259495.0,,,,,,
259496.0,2.4,1.0,,,,
259497.0,5.0,1.0,,,,
259498.0,,,,,,
259499.0,,,,,,
259500.0,,,,,,
259501.0,0.1,1.0,,,,
259502.0,,,,,,
259503.0,7.3,2.0,,,,
259504.0,2899.1,50.0,1.0,1.0,,1.0
259505.0,,,,,,
259506.0,592.0999999999999,15.0,1.0,,,1.0
259507.0,0.1,1.0,,,,
259508.0,,,,,,
259509.0,,,,,,
259510.0,218.6,13.0,1.0,1.0,,1.0
259511.0,,,,,,
259512.0,,,,,,
259513.0,9.7,1.0,1.0,,,
259514.0,,,,,,
259515.0,1.8,1.0,,,,
259516.0,,,,,,
259517.0,2.3,1.0,,,,
259518.0,39.3,5.0,1.0,,,
259519.0,91.6,5.0,1.0,1.0,,
259520.0,3.0,1.0,,,,
259521.0,,,,,,
259522.0,,,,,,
259523.0,294.3,12.0,1.0,1.0,,1.0
259524.0,2870.1,51.0,1.0,1.0,1.0,1.0
259525.0,7.5,1.0,1.0,,,
259526.0,,,,,,
259527.0,,,,,,
259528.0,1.1,1.0,1.0,,,
259529.0,0.2,1.0,,,,
259530.0,2.1,1.0,,,,
259531.0,,,,,,
259532.0,,,,,,
259533.0,1262.1,25.0,1.0,1.0,,1.0
259534.0,10.399999999999999,2.0,1.0,,,1.0
259535.0,0.3,1.0,,,,
259536.0,0.3,1.0,,,,
259537.0,0.8,1.0,,,,
259538.0,2.2,1.0,,,,
259539.0,,,,,,
259540.0,,,,,,
259541.0,0.3,1.0,,,,
259542.0,,,,,,
259543.0,,,,,,
259544.0,,,,,,
259545.0,22.2,2.0,1.0,,,
259546.0,,,,,,
259547.0,13.4,1.0,1.0,,,
259548.0,38.9,1.0,1.0,,,
259549.0,693.1999999999999,15.0,1.0,1.0,,1.0
259550.0,,,,,,
259552.0,,,,,,
259553.0,,,,,,
259554.0,,,,,,
259555.0,,,,,,
259556.0,,,,,,
259557.0,17.2,1.0,1.0,,,
259558.0,0.4,1.0,,,,
259559.0,7.4,1.0,1.0,,,
259560.0,1.9,1.0,1.0,,,
259561.0,17.2,2.0,1.0,,,
259562.0,,,,,,
259563.0,,,,,,
259564.0,9.7,1.0,,,,
259565.0,5.4,1.0,,,,
259566.0,,,,,,
259567.0,1.3,1.0,,,,
259568.0,183.4,10.0,1.0,1.0,,
259569.0,,,,,,
259570.0,3.9,1.0,,,,
259571.0,,,,,,
259572.0,17.3,1.0,,,,
259573.0,12.8,1.0,,1.0,,
259574.0,20.200000000000003,3.0,1.0,,,
259575.0,61.9,2.0,1.0,1.0,,
259576.0,,,,,,
259577.0,1.0,1.0,,,,
259578.0,,,,,,
259579.0,0.5,1.0,,,,
259580.0,,,,,,
259581.0,20.7,2.0,1.0,,,
259582.0,0.1,1.0,,,,
259583.0,,,,,,
259584.0,,,,,,
259585.0,,,,,,
259586.0,,,,,,
259587.0,0.5,1.0,,,,
259588.0,,,,,,
259589.0,0.4,1.0,,,,
259590.0,118.2,4.0,1.0,1.0,,
259591.0,,,,,,
259592.0,,,,,,
259593.0,0.1,1.0,,,,
259594.0,,,,,,
259595.0,,,,,,
259596.0,1.5,1.0,,,,
259598.0,,,,,,
259599.0,,,,,,
259600.0,,,,,,
259601.0,72.6,3.0,1.0,,,
259602.0,1.9,1.0,,,,
259603.0,13.7,1.0,,1.0,,
259604.0,,,,,,
259605.0,,,,,,
259606.0,2.7,2.0,,,,
259607.0,2.4,1.0,,,,
259608.0,0.1,1.0,,,,
259609.0,,,,,,
259610.0,0.2,1.0,,,,
259611.0,14.5,2.0,1.0,,,
259612.0,,,,,,
259613.0,22.8,1.0,1.0,,,
259614.0,76.4,10.0,,,,1.0
259615.0,,,,,,
259616.0,,,,,,
259617.0,,,,,,
259618.0,,,,,,
259619.0,1.4,1.0,,,,
259620.0,47.599999999999994,4.0,1.0,,,
259621.0,,,,,,
259622.0,82.69999999999999,2.0,1.0,1.0,,
259623.0,8.0,1.0,1.0,,,
259624.0,13.799999999999999,2.0,1.0,,,
259625.0,,,,,,
259626.0,,,,,,
259627.0,,,,,,
259628.0,,,,,,
259629.0,,,,,,
259630.0,0.2,1.0,,,,
259631.0,,,,,,
259632.0,,,,,,
259633.0,,,,,,
259634.0,43.4,2.0,1.0,,,
259635.0,42.3,2.0,1.0,,,1.0
259636.0,,,,,,
259637.0,,,,,,
259638.0,3.6,1.0,,,,
259639.0,,,,,,
259640.0,22.5,2.0,,,,
259641.0,,,,,,
259642.0,8.8,1.0,,,,
259643.0,,,,,,
259644.0,2.3,1.0,,,,
259645.0,4.4,1.0,,,,
259646.0,,,,,,
259647.0,,,,,,
259648.0,,,,,,
259649.0,,,,,,
259650.0,,,,,,
259651.0,,,,,,
259652.0,69.80000000000001,2.0,1.0,,,
259653.0,,,,,,
259654.0,76.9,15.0,1.0,1.0,,
259655.0,24.0,2.0,1.0,,,
259656.0,,,,,,
259657.0,4415.6,65.0,1.0,1.0,,1.0
259659.0,21.9,1.0,1.0,,,
259660.0,,,,,,
259661.0,,,,,,
259662.0,6.6,1.0,,,,
259663.0,,,,,,
259664.0,201.5,5.0,1.0,1.0,,1.0
259665.0,,,,,,
259666.0,0.3,1.0,,,,
259667.0,,,,,,
259668.0,2.0,1.0,,,,
259669.0,,,,,,
259670.0,1.3,1.0,,,,
259671.0,,,,,,
259672.0,2.2,1.0,,,,
259673.0,,,,,,
259674.0,,,,,,
259675.0,,,,,,
259676.0,5.6,1.0,,,,
259677.0,,,,,,
259678.0,19.7,1.0,1.0,,,
259679.0,1.8,1.0,,,,
259680.0,99.0,2.0,1.0,,,
259681.0,,,,,,
259682.0,68.6,1.0,1.0,,,
259683.0,72.1,1.0,1.0,,,
259684.0,188.8,12.0,1.0,1.0,,1.0
259685.0,45.7,1.0,1.0,,,
259686.0,,,,,,
259687.0,,,,,,
259688.0,0.4,1.0,,,,
